dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
rsbr.gov.br;004.053.755/0001-05;OBSERVATORIO NACIONAL;RJ;Rio de Janeiro;20921-400;09/05/2014 12:28;13/05/2014 13:56;12838688
cetem.gov.br;004.074.457/0001-00;CENTRO DE TECNOLOGIA MINERAL;RJ;Rio de Janeiro;21941-908;01/01/1996 12:00;02/10/2013 21:24;0
linea.gov.br;004.079.233/0001-82;Laboratório Nacional de Computação Científica;RJ;Petrópolis;25651-075;13/05/2010 14:34;22/01/2015 02:52;6832432
sibbr.gov.br;004.079.233/0001-82;Laboratório Nacional de Computação Científica;RJ;Petrópolis;25651-075;10/10/2012 19:30;10/10/2012 19:30;10488859
biodiesel.gov.br;004.082.993/0001-49;IBICT - MCTI;DF;Brasília;70070-912;04/02/2005 10:33;05/08/2014 23:15;1986365
energiaheliotermica.gov.br;004.082.993/0001-49;IBICT - MCTI;DF;Brasília;70070-912;06/02/2015 09:05;06/02/2015 09:05;13791642
infosoc.gov.br;004.082.993/0001-49;IBICT - MCTI;DF;Brasília;70070-912;20/07/2000 14:02;05/08/2014 23:16;388869
socinfo.gov.br;004.082.993/0001-49;IBICT - MCTI;DF;Brasília;70070-912;20/07/2000 14:01;05/08/2014 23:17;388868
imprensanacional.gov.br;004.196.645/0001-00;Imprensa Nacional/Presidência da República;DF;Brasília;70610-460;22/02/2008 18:21;22/02/2008 18:51;4225046
ana.gov.br;004.204.444/0001-08;Agência Nacional de Águas;DF;Brasília;70610-200;20/03/2001 21:24;19/10/2012 20:11;530908
cbh.gov.br;004.204.444/0001-08;Agência Nacional de Águas;DF;Brasília;70610-200;26/02/2008 13:33;26/02/2008 13:33;4258477
portaldasaguas.gov.br;004.204.444/0001-08;Agência Nacional de Águas;DF;Brasília;70610-200;02/12/2003 13:23;19/12/2007 17:59;1447844
snirh.gov.br;004.204.444/0001-08;Agência Nacional de Águas;DF;Brasília;70610-200;26/10/1999 13:51;28/01/2014 12:25;213127
snisb.gov.br;004.204.444/0001-08;Agência Nacional de Águas;DF;Brasília;70610-200;21/01/2016 18:23;21/01/2016 18:23;15125034
dom.gov.br;004.224.785/0001-37;Projeto Dom Helder Câmara;PE;Recife;50070-490;14/07/2003 14:45;04/06/2013 13:08;1265509
projetodomhelder.gov.br;004.224.785/0001-37;Projeto Dom Helder Câmara;PE;Recife;50070-490;14/07/2003 15:00;04/06/2013 13:10;1265504
an.gov.br;004.374.067/0001-47;Arquivo Nacional;RJ;Rio de Janeiro;20230-170;24/07/2009 16:13;21/05/2015 20:18;5817090
arquivonacional.gov.br;004.374.067/0001-47;Arquivo Nacional;RJ;Rio de Janeiro;20230-170;29/11/1999 13:55;22/05/2015 04:14;225434
cnarq.gov.br;004.374.067/0001-47;Arquivo Nacional;RJ;Rio de Janeiro;20230-170;30/08/2011 16:16;21/05/2015 20:19;8724474
conarq.gov.br;004.374.067/0001-47;Arquivo Nacional;RJ;Rio de Janeiro;20230-170;06/09/2011 12:42;21/05/2015 20:19;8724458
memoriasreveladas.gov.br;004.374.067/0001-47;Arquivo Nacional;RJ;Rio de Janeiro;20230-170;24/07/2009 16:13;21/05/2015 20:20;5817079
suframa.gov.br;004.407.029/0001-43;SUPERINTENDÊNCIA DA ZONA FRANCA DE MANAUS;AM;Manaus;69075-830;28/01/1998 21:39;12/01/2015 19:02;82825
am.gov.br;004.407.920/0001-80;PRODAM Processamento de Dados Amazonas S.A;AM;Manaus;69020-110;28/11/1996 12:00;13/10/2015 12:16;0
emgea.gov.br;004.527.335/0001-13;Empresa Gestora de Ativos - EMGEA;DF;Brasília;70070-902;10/09/2001 12:15;18/04/2012 21:12;633340
aleam.gov.br;004.530.820/0001-46;ASSEMBLEIA LEGISLATIVA DO ESTADO DO AMAZONAS;AM;MANAUS;69005-140;13/11/2000 17:30;13/11/2000 15:30;453845
tre-ro.gov.br;004.565.735/0001-13;Tribunal Regional Eleitoral de Rondônia;RO;Porto Velho;78900-550;05/08/1998 19:21;08/01/2015 21:17;108620
creci-pa.gov.br;004.574.646/0001-33;Conselho Regional de Corretores de Imóveis;PA;Belém;66060-000;26/08/2002 12:50;04/10/2012 08:34;946320
creci-am.gov.br;004.619.672/0001-30;CONSELHO REG DE CORRETORES DE IMOVEIS DO AMAZONAS;AM;Manaus;69053-100;06/06/2013 20:19;22/07/2013 19:41;11537616
corenam.gov.br;004.667.846/0001-30;CONSELHO REGIONAL DE ENFERMAGEM DO AMAZONAS;AM;Manaus;69060-000;16/03/2015 14:37;14/06/2016 18:38;13948456
crmvpaap.gov.br;004.798.070/0001-98;Conselho Regional de Medicina Veterinaria Para;PA;Belém;66063-090;06/02/2001 19:19;07/11/2012 14:27;498670
ro.gov.br;004.798.328/0001-56;Secretaria de Estado - SEPLAD - RO;RO;Porto Velho;76801-468;04/03/1997 12:00;25/01/2016 17:37;0
altatv.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;01/02/2010 15:58;08/01/2015 12:16;6477007
cenpra.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;11/01/2002 12:47;08/01/2015 12:16;703453
certics.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;17/09/2012 10:37;08/01/2015 12:17;10433403
ci-brasil.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;05/12/2007 18:49;08/01/2015 12:17;4101340
cti.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;22/07/2008 11:07;08/01/2015 12:17;4633687
ic-brazil.gov.br;004.822.500/0001-60;Centro de Tecnologia da Informação Renato Archer;SP;Campinas;13069-901;05/12/2007 18:49;08/01/2015 12:18;4101337
ancine.gov.br;004.884.574/0001-20;Agencia Nacional do Cinema;DF;Brasília;70340-901;27/02/2002 17:38;28/05/2015 20:56;739426
dnit.gov.br;004.892.707/0001-00;DNIT-DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPOR;DF;BRASILIA;70040-902;10/04/2002 17:42;22/01/2010 00:47;761929
antt.gov.br;004.898.488/0001-77;Agência Nacional de Transportes Terrestres;DF;Brasília;70200-003;15/04/2002 11:34;31/01/2014 13:14;783416
tavbrasil.gov.br;004.898.488/0001-77;Agência Nacional de Transportes Terrestres;DF;Brasília;70200-003;18/06/2009 14:08;17/02/2016 12:39;5679250
antaq.gov.br;004.903.587/0001-08;AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS;DF;Brasília;70760-545;12/03/2002 12:46;22/01/2015 11:49;751032
crea-ro.gov.br;004.920.948/0001-16;Conselho Regional de Engenharia e Agronomia de RO;RO;Porto Velho;76803-903;02/10/2009 19:55;02/10/2009 19:55;6002407
crearo.gov.br;004.920.948/0001-16;Conselho Regional de Engenharia e Agronomia de RO;RO;Porto Velho;76803-903;14/09/2009 14:14;14/09/2009 14:14;5954372
comiteamazonia.gov.br;004.931.713/0001-20;Superintedência de Denvolvimento da Amazônia;PA;Belém;66093-020;24/10/2000 11:17;19/11/2002 20:19;440868
sudam.gov.br;004.931.713/0001-20;Superintedência de Denvolvimento da Amazônia;PA;Belém;66093-020;13/08/1997 12:00;13/04/2013 03:13;51749
ahimor.gov.br;004.933.552/0010-02;Administracao das Hidrovias da Amazonia Oriental;PA;Belém;66055-300;15/06/1998 17:24;11/07/2011 17:38;100243
ahitar.gov.br;004.933.552/0011-85;AHITAR - ADMINISTRACAO DAS HIDROVIAS DO TOCANTINS;GO;Goiania;74080-010;30/05/2003 19:28;19/10/2007 20:07;1221392
cdp-ahitar.gov.br;004.933.552/0011-85;AHITAR - ADMINISTRACAO DAS HIDROVIAS DO TOCANTINS;GO;Goiania;74080-010;18/10/2001 18:48;03/08/2011 18:14;653114
cft.gov.br;005.032.746/0001-09;Conselho de Teologos do Brasil - Coteb;RJ;Rio de Janeiro;20230-014;27/09/2011 18:22;27/09/2011 18:22;8860780
pa.gov.br;005.054.861/0001-76;PRODEPA - Processamento de Dados do Pará;PA;Belém;66820-000;02/06/1997 12:00;18/06/2014 18:37;0
prodepa.gov.br;005.059.613/0001-18;PRODEPA - Processamento de Dados do Pará;PA;Belém;66820-000;08/05/1996 12:00;10/10/2013 01:08;7566
etfto.gov.br;005.095.151/0001-94;Escola Técnica Federal de Palmas - TO;TO;Palmas;77021-090;05/06/2003 19:12;09/12/2015 20:16;1227133
ada.gov.br;005.165.423/0001-85;Superintedência do Denvolvimento da Amazônia;PA;Belém;66093-020;14/09/2002 15:11;08/02/2009 20:32;958769
adene.gov.br;005.193.279/0001-90;Agência de Desenvolvimento do Nordeste;PE;Recife;50670-900;23/08/2002 20:19;01/12/2005 20:37;943225
jfpr.gov.br;005.420.123/0001-03;Justiça Federal de Primeiro Grau no Parana;PR;Curitiba;80540-180;17/07/1999 16:48;08/06/2013 12:04;173238
jfes.gov.br;005.424.467/0001-82;Justiça Federal de 1º Grau no Espírito Santo;ES;Vitória;29053-245;04/06/2007 17:32;23/07/2014 14:08;3637470
jfceara.gov.br;005.424.487/0001-53;JUSTICA FED DE PRIM INST SECAO JUD DO CEARA;CE;Fortaleza;60035-210;22/09/2003 14:18;10/04/2010 19:58;1368198
jfrj.gov.br;005.424.540/0001-16;JUSTICA FEDERAL DE PRIMEIRO GRAU NO RIO DE JANEIR;RJ;Rio de Janeiro;20081-000;19/09/1997 12:00;24/11/2014 18:33;58721
jfsc.gov.br;005.427.319/0001-11;Justica Federal de Primeiro Grau em Santa Catarina;SC;Florianópolis;88025-255;27/01/2000 13:13;16/10/2014 23:50;245517
eproc-pr.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 11:52;24/04/2012 14:55;1289181
eproc-rs.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 11:52;24/04/2012 14:55;1289185
eproc-sc.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 11:52;24/04/2012 14:56;1289184
eproc.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 11:52;24/04/2012 15:20;1289174
jef-pr.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 12:07;24/04/2012 14:56;1289165
jef-rs.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 12:07;24/04/2012 14:56;1289172
jef-sc.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;05/08/2003 12:07;24/04/2012 15:02;1289171
jfrs.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;14/12/1999 17:36;16/09/2015 12:43;224620
peticaoeletronica.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;02/01/2003 12:17;24/09/2013 22:27;1044451
sjrs.gov.br;005.442.380/0001-38;Justica Federal de Primeiro Grau no RS;RS;Porto Alegre;90010-395;26/10/1998 17:07;24/09/2013 21:48;121928
turismoacessivel.gov.br;005.457.283/0002-08;Ministério do Turismo;DF;Brasília;70716-900;27/02/2014 14:36;27/02/2014 14:36;12566429
viajamais.gov.br;005.457.283/0002-08;Ministério do Turismo;DF;Brasília;70716-900;29/07/2013 18:30;20/09/2014 22:12;11775765
cidades.gov.br;005.465.986/0001-99;Ministério das Cidades;DF;Brasília;70070-010;19/02/2003 18:46;24/09/2014 17:32;1110118
pmss.gov.br;005.465.986/0001-99;Ministério das Cidades;DF;Brasília;70070-010;10/09/2001 11:14;24/09/2014 17:34;627941
simulaminhacasaminhavida.gov.br;005.465.986/0001-99;Ministério das Cidades;DF;Brasília;70070-010;11/02/2016 18:48;11/02/2016 18:48;15187580
snis.gov.br;005.465.986/0001-99;Ministério das Cidades;DF;Brasília;70070-010;10/09/2001 11:14;24/09/2014 17:35;624275
cdv.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;20/12/2010 18:17;09/05/2014 20:39;7696548
certidaodenascimento.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;20/08/2009 19:25;13/01/2015 12:49;5868501
clique100.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;13/04/2015 21:57;13/04/2015 21:57;14027824
desaparecidos.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;14/02/2012 09:55;22/03/2013 20:44;9414210
direitosdacrianca.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;19/05/2014 13:12;19/05/2014 13:12;12854581
direitoshumanos.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;10/04/2008 16:13;13/01/2015 12:47;4331632
disque100.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;07/06/2010 12:00;30/03/2015 18:31;6924086
humanizaredes.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;30/03/2015 17:35;30/03/2015 17:35;14006177
obscriancaeadolescente.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;11/05/2010 19:47;13/01/2015 12:48;6846842
pessoacomdeficiencia.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;29/10/2010 18:04;30/03/2015 18:31;7492842
ppcaam.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;14/10/2010 18:58;14/10/2010 18:58;7326223
registrocivil.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;08/07/2013 12:30;08/07/2013 12:30;11698736
sdh.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;01/12/2010 18:41;30/09/2015 14:31;7553676
sedh.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;17/07/2003 11:07;30/03/2015 18:31;1268815
sipia.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;30/09/2011 16:35;26/02/2013 15:50;8862007
viversemlimite.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;28/08/2012 18:02;28/08/2012 18:02;10385025
xn--certidodenascimento-0vb.gov.br;005.478.625/0001-87;Secretaria de Direitos Humanos;DF;Brasília;70308-200;15/09/2009 18:45;13/01/2015 12:49;5978128
mpa.gov.br;005.482.692/0001-75;Ministério da Pesca e Aquicultura;DF;Brasília;70070-120;09/11/2009 12:45;09/12/2015 12:08;6243968
pescabrasil.gov.br;005.482.692/0001-75;Ministério da Pesca e Aquicultura;DF;Brasília;70070-120;26/03/2003 18:06;19/12/2012 10:00;1144496
preps.gov.br;005.482.692/0001-75;Ministério da Pesca e Aquicultura;DF;Brasília;70070-120;29/05/2006 17:17;19/12/2012 11:28;2820376
renaqua.gov.br;005.482.692/0001-75;Ministério da Pesca e Aquicultura;DF;Brasília;70070-120;17/09/2014 20:40;17/09/2014 20:40;13294206
seap.gov.br;005.482.692/0001-75;Ministério da Pesca e Aquicultura;DF;Brasília;70070-120;01/03/2004 14:21;19/12/2012 10:00;1526492
mulheres.gov.br;005.510.958/0001-46;Secretaria Especial de Politícas para as Mulheres;DF;BRASILIA;70064-900;13/01/2010 14:04;22/09/2014 17:07;6426224
politicasmulheres.gov.br;005.510.958/0001-46;Secretaria Especial de Politícas para as Mulheres;DF;BRASILIA;70064-900;13/01/2010 14:04;22/09/2014 17:07;6426226
sepm.gov.br;005.510.958/0001-46;Secretaria Especial de Politícas para as Mulheres;DF;BRASILIA;70064-900;13/01/2010 14:04;22/09/2014 17:21;6426170
spm.gov.br;005.510.958/0001-46;Secretaria Especial de Politícas para as Mulheres;DF;BRASILIA;70064-900;26/05/2010 13:50;22/09/2014 17:10;6887059
spmulheres.gov.br;005.510.958/0001-46;Secretaria Especial de Politícas para as Mulheres;DF;BRASILIA;70064-900;03/04/2003 16:24;29/06/2005 16:42;1156300
assistenciasocial.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;18/11/2002 12:32;13/06/2014 13:26;1005833
brasilsaudavelesustentavel.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;29/04/2015 19:03;29/04/2015 19:03;14074511
caisan.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;14/05/2014 15:19;13/06/2014 13:27;12820961
coletasolidaria.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;13/12/2007 14:16;02/05/2011 12:29;4117825
combateafome.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;28/09/2012 17:27;13/06/2014 13:28;10499645
comprasagriculturafamiliar.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;05/02/2016 17:57;05/02/2016 17:57;15166912
desenvolvimentosocial.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;23/03/2004 15:06;13/06/2014 13:28;1580366
fimdotrabalhoinfantil.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;17/05/2012 20:17;13/06/2014 13:26;9892296
mds.gov.br;005.756.246/0001-01;DTI/SE/MDS E COMBATE A FOME;DF;Brasília;70770-502;06/05/2004 14:40;13/06/2014 13:24;1630325
tre-mt.gov.br;005.901.308/0001-21;Tribunal Regional Eleitoral de Mato Grosso;MT;Cuiabá;78050-000;07/08/1998 17:06;08/01/2015 21:12;106451
acessoainformacao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;28/02/2012 10:43;15/04/2016 19:05;9416110
acessoinformacao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;09/03/2012 13:11;15/04/2016 19:05;9582965
cgu.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;24/05/2002 12:30;15/04/2016 19:24;857794
contracorrupcao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;03/12/2015 16:42;15/04/2016 19:06;14981148
controladoria.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;27/12/2006 13:03;15/04/2016 19:06;3279595
controle.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;11/10/2007 21:32;15/04/2016 19:06;3963349
e-sic.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 18:09;15/04/2016 19:06;12756158
esic.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 18:14;15/04/2016 19:06;12756167
info.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 18:09;15/04/2016 19:06;12756172
informacao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 19:15;15/04/2016 19:07;12773610
juntoscontracorrupcao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;03/12/2015 16:42;15/04/2016 19:07;14981141
lai.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 19:15;15/04/2016 19:07;12773600
ouvidoria.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;02/06/2016 18:54;02/06/2016 18:54;15610129
ouvidorias.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;02/09/2011 14:31;15/04/2016 19:07;8780804
portaldatransparencia.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;24/11/2004 17:43;15/04/2016 19:07;1884669
portaltransparencia.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;24/11/2004 17:43;15/04/2016 19:07;1884690
sic.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;08/04/2014 19:15;15/04/2016 19:07;12773558
todoscontracorrupcao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;03/12/2015 16:42;15/04/2016 19:07;14981140
todosjuntoscontracorrupcao.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;03/12/2015 16:42;15/04/2016 19:08;14981136
transparencia.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;07/12/2004 13:21;15/04/2016 19:08;1904753
transparenciapublica.gov.br;005.914.685/0001-03;CONTROLADORIA-GERAL DA UNIÃO;DF;Brasília;70070-905;05/10/2005 19:21;15/04/2016 19:08;2401048
creciro.gov.br;005.968.813/0001-93;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 24 REG;RO;Porto Velho;76803-749;24/02/2015 14:42;11/05/2016 14:51;13884579
igualdaderacial.gov.br;006.064.438/0001-10;SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG;DF;Brasília;70054-906;10/05/2010 12:53;22/09/2014 17:06;6837299
portaldaigualdade.gov.br;006.064.438/0001-10;SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG;DF;Brasília;70054-906;13/01/2010 14:04;22/09/2014 17:08;6426207
promocaodaigualdaderacial.gov.br;006.064.438/0001-10;SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG;DF;Brasília;70054-906;13/01/2010 14:04;22/09/2014 17:09;6426201
seppir.gov.br;006.064.438/0001-10;SECRETARIA ESPECIAL DE POLITICAS DE PROMOCAO DA IG;DF;Brasília;70054-906;10/05/2010 13:09;22/09/2014 17:10;6837324
pe.gov.br;006.067.608/0001-10;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI;PE;Recife;50020-080;10/07/1996 12:00;08/02/2007 13:58;11446
pernambuco.gov.br;006.067.608/0001-10;AGENCIA ESTADUAL DE TECNOLOGIA DA INFORMACAO - ATI;PE;Recife;50020-080;05/03/1999 19:45;19/05/2008 13:05;145277
corenma.gov.br;006.272.868/0001-27;Conselho Regional de Enfermagem - COREN/MA;MA;São Luís;65075-690;11/04/2012 12:47;11/04/2012 12:47;9641565
codomar.gov.br;006.347.892/0001-88;Codomar - Companhia Docas do Maranhao;MA;Sao Luis;65000-000;03/04/2012 18:58;14/12/2015 17:35;9708122
ahinor.gov.br;006.347.892/0002-69;ADMINISTRAÇÃO DAS HIDROVIAS DO NORDESTE - AHINOR;MA;São Luís;65020-450;09/11/2007 15:07;09/11/2007 15:07;4051221
ahimoc.gov.br;006.347.892/0004-20;Admin. das Hidrovias da Amazonia Ocidental;AM;Manaus;69005-370;18/01/2012 13:59;21/03/2012 01:23;9338399
ahsul.gov.br;006.347.892/0010-79;COMPANHIA DOCAS DO MARANHAO - CODOMAR;RS;Porto Alegre;90038-900;27/02/2014 14:21;24/08/2015 12:42;12568279
coredopiaui.gov.br;006.518.666/0001-12;Conselho Regional dos Representantes Coml. do Piau;PI;Teresina;64000-090;01/09/2014 17:26;01/09/2014 17:26;13238042
epe.gov.br;006.977.747/0001-80;Empresa de Pesquisa Energética;RJ;Rio de Janeiro;20090-003;06/01/2005 16:43;18/09/2008 19:42;1958251
sipam.gov.br;007.129.796/0001-26;Centro Gestor e Op. Sist. de Proteção da Amazonia;DF;Brasília;70610-200;12/04/2001 19:56;21/10/2013 19:22;545274
banconordeste.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;09/02/1998 12:03;30/05/2011 18:47;83925
bnb.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;24/04/1996 12:00;07/06/2016 13:24;7114
crediamigo.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;18/05/2001 19:45;01/04/2013 19:09;566336
crescenordeste.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;03/05/2004 12:33;30/05/2011 18:45;1615211
faroldodesenvolvimento.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;13/06/2000 20:26;30/05/2011 18:48;362318
nordestedigital.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;19/11/2001 18:18;30/05/2011 18:46;663208
nordesteeletronico.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;19/11/2001 18:18;30/05/2011 18:47;663204
nordestenegocios.gov.br;007.237.373/0001-20;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;19/11/2001 18:18;30/05/2011 18:48;663199
bancodonordeste.gov.br;007.237.373/0016-06;BANCO DO NORDESTE DO BRASIL S/A;CE;Fortaleza;60740-000;18/03/2002 13:34;07/06/2016 13:06;756331
previc.gov.br;007.290.290/0001-02;PREVIC Sup. Nacional de Previdência Complementar;DF;Brasília;70040-020;05/11/2013 09:41;17/08/2015 16:29;12172583
cnj.gov.br;007.421.906/0001-29;Conselho Nacional de Justiça;DF;Brasília;70760-542;20/04/2005 14:56;05/02/2015 17:44;2111539
projovem.gov.br;007.490.910/0001-49;Secretaria Nacional da Juventude;DF;Brasília;70200-002;09/06/2006 19:57;08/06/2015 15:11;2844020
projovemurbano.gov.br;007.490.910/0001-49;Secretaria Nacional da Juventude;DF;Brasília;70200-002;14/08/2008 13:51;08/06/2015 15:12;4751512
hemobras.gov.br;007.607.851/0001-46;Empresa Brasileira de Hemoderivados e Biotecnologi;PE;Recife;51010-000;27/09/2006 13:20;31/03/2016 21:39;3062780
coren-pb.gov.br;007.647.181/0001-91;CONSELHO REGIONAL DE ENFERMAGEM DA PARAIBA;PB;João Pessoa;58013-470;03/07/2009 20:01;18/02/2014 14:40;5724636
corenpb.gov.br;007.647.181/0001-91;CONSELHO REGIONAL DE ENFERMAGEM DA PARAIBA;PB;João Pessoa;58013-470;30/06/2009 13:50;14/06/2016 13:50;5654571
acs.gov.br;007.752.497/0001-43;ALCANTARA CYCLONE SPACE - BINACIONAL;DF;Brasília;70910-900;03/12/2007 16:12;16/06/2015 19:43;4108303
crbio-7.gov.br;007.863.214/0001-30;conselho regional de biologia da setima região;PR;Curitiba;80020-020;15/05/2009 16:07;21/03/2012 19:39;5558288
crbio-pr.gov.br;007.863.214/0001-30;conselho regional de biologia da setima região;PR;Curitiba;80020-020;15/05/2009 16:07;21/03/2012 19:42;5558310
crbio07.gov.br;007.863.214/0001-30;conselho regional de biologia da setima região;PR;Curitiba;80020-020;28/08/2012 13:46;28/08/2012 13:46;10335261
crbio7.gov.br;007.863.214/0001-30;conselho regional de biologia da setima região;PR;Curitiba;80020-020;15/05/2009 16:23;21/03/2012 19:42;5558339
